xs,av,sem
0,8.25,0.21914907207075665
30,6.666666666666667,0.42361227142323904
60,4.228346456692913,0.3751746627156493
90,4.020689655172414,0.3121837810843951
120,3.6853932584269664,0.24050442811435144
132,3.6864864864864866,0.27358310424799825
