xs,av,sem
0,8.779069767441861,0.2569957777180333
30,6.591549295774648,0.6836926206363269
60,6.0,0.7268732153558928
90,4.598540145985401,0.47154540857717464
120,3.3793103448275863,0.2559762631021994
132,3.490322580645161,0.23575774170139016
