xs,av,sem
0,8.625,0.24613236347720957
30,8.873684210526315,0.33870913149607584
60,8.542553191489361,0.2442029291503014
90,8.989247311827956,0.47210514584864766
120,8.56842105263158,0.23975193954352447
132,8.52127659574468,0.24516776872456286
